Latitude,Longitude,DC
50.17,-75.35,94.07008
50.17,-75.35,86.7808
50.17,-75.35,82.34548
50.17,-75.35,84.92221
50.17,-75.35,80.1608
50.17,-75.35,86.05284
50.17,-75.35,82.12488
50.17,-75.34,68.42281
50.17,-75.34,76.36916
50.17,-75.34,82.14655
50.17,-75.34,72.84312
50.17,-75.34,78.88172
50.17,-75.34,81.1168
50.17,-75.34,86.60226
50.17,-75.34,74.14071
50.17,-75.34,76.23963
50.17,-75.34,78.05678
50.17,-75.34,91.08163
50.17,-75.34,87.46475
50.17,-75.34,82.76307
50.17,-75.34,86.73126
50.17,-75.34,76.72537
50.17,-75.34,92.24421
50.17,-75.34,82.28477
50.17,-75.34,93.39806
50.17,-75.34,80.53525
50.17,-75.34,86.37835
50.17,-75.34,81.51353
50.17,-75.34,81.94248
50.17,-75.34,76.68888
50.17,-75.34,93.70318
50.17,-75.34,86.38756
50.17,-75.34,82.01835
50.17,-75.34,84.9873
50.17,-75.34,79.78865
50.17,-75.34,85.80027
50.17,-75.34,82.07213
50.17,-75.14,67.8101
50.17,-75.14,76.70289
50.17,-75.14,82.30392
50.17,-75.14,73.29436
50.17,-75.14,79.2377
50.17,-75.14,81.66269
50.17,-75.14,86.60759
50.17,-75.14,74.50171
50.17,-75.14,76.38954
50.17,-75.14,78.29447
50.17,-75.14,91.01981
50.17,-75.14,88.47584
50.17,-75.14,82.79998
50.17,-75.14,86.70413
50.17,-75.14,77.57902
50.17,-75.14,92.69369
50.17,-75.14,82.50068
50.17,-75.14,93.77211
50.17,-75.14,80.62387
50.17,-75.14,86.29798
50.17,-75.14,81.70654
50.17,-75.14,82.53461
50.17,-75.14,77.04445
50.17,-75.14,94.04871
50.17,-75.14,86.82169
50.17,-75.14,82.64708
50.17,-75.14,85.51364
50.17,-75.14,80.11795
50.17,-75.14,86.09965
50.17,-75.14,82.70468
50.18,-74.99,68.01418
50.18,-74.99,76.84267
50.18,-74.99,82.51541
50.18,-74.99,73.47543
50.18,-74.99,79.18244
50.18,-74.99,81.79906
50.18,-74.99,86.97901
50.18,-74.99,74.67796
50.18,-74.99,76.50409
50.18,-74.99,78.49735
50.18,-74.99,91.26699
50.18,-74.99,88.64618
50.18,-74.99,83.06236
50.18,-74.99,86.88495
50.18,-74.99,77.96831
50.18,-74.99,92.93864
50.18,-74.99,82.65808
50.18,-74.99,94.06545
50.18,-74.99,80.91045
50.18,-74.99,86.47176
50.18,-74.99,81.88521
50.18,-74.99,82.7673
50.18,-74.99,77.01271
50.18,-74.99,94.18333
50.18,-74.99,87.07916
50.18,-74.99,82.87421
50.18,-74.99,85.85433
50.18,-74.99,80.38705
50.18,-74.99,86.30922
50.18,-74.99,82.87014
50.13,-74.95,67.71273
50.13,-74.95,76.646
50.13,-74.95,82.42391
50.13,-74.95,73.52065
50.13,-74.95,79.14766
50.13,-74.95,81.82996
50.13,-74.95,86.87073
50.13,-74.95,74.01538
50.13,-74.95,76.59199
50.13,-74.95,78.54304
50.13,-74.95,91.0167
50.13,-74.95,88.01224
50.13,-74.95,83.01855
50.13,-74.95,86.44749
50.13,-74.95,78.05095
50.13,-74.95,92.96131
50.13,-74.95,83.18054
50.13,-74.95,93.95429
50.13,-74.95,81.17153
50.13,-74.95,86.51631
50.13,-74.95,81.83839
50.13,-74.95,82.67532
50.13,-74.95,76.89931
50.13,-74.95,94.33905
50.13,-74.95,86.64739
50.13,-74.95,82.84455
50.13,-74.95,84.9393
50.13,-74.95,80.37339
50.13,-74.95,86.24558
50.13,-74.95,82.57995
50.14,-74.96,67.93508
50.14,-74.96,76.84729
50.14,-74.96,81.87782
50.14,-74.96,73.5529
50.14,-74.96,79.44931
